,Provider ID,Hospital Name,State,Emergency Services,Use of EHRs,Mortality,Safety of care,Readmission,Patient experience,Effectiveness of care,Timeliness of care,Medical imaging use,Hospital overall rating
3792,420049,CONWAY MEDICAL CENTER,SC,True,True,0,1,-1,0,0,0,0,4.0
3793,381311,LOWER UMPQUA HOSPITAL DISTRICT,OR,True,True,,,0,,,,,
3794,431329,SANFORD CHAMBERLAIN MEDICAL CENTER,SD,True,True,,,,,,,,
3795,340040,VIDANT MEDICAL CENTER,NC,True,True,1,-1,1,1,0,-1,1,2.0
3796,390194,BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS,PA,True,True,0,0,0,-1,0,0,0,2.0
3797,360263,INSTITUTE FOR ORTHOPAEDIC SURGERY,OH,False,True,,,,1,,,,
3798,350070,ESSENTIA HEALTH-FARGO,ND,True,True,0,1,0,0,0,1,0,4.0
3799,360143,MARYMOUNT HOSPITAL,OH,True,True,-1,0,0,0,0,0,0,4.0
3800,370091,"SAINT FRANCIS HOSPITAL, INC",OK,True,True,-1,-1,1,1,0,0,-1,3.0
3801,420071,SELF REGIONAL HEALTHCARE,SC,True,True,0,-1,-1,1,0,1,0,3.0
3802,380002,ASANTE THREE RIVERS MEDICAL CENTER,OR,True,True,1,1,0,0,0,0,0,3.0
3803,440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,TN,True,True,0,1,0,0,0,1,0,3.0
3804,441305,MACON COUNTY GENERAL HOSPITAL,TN,True,True,0,,0,,0,0,,2.0
3805,361329,WYANDOT MEMORIAL HOSPITAL,OH,True,True,0,,0,0,,,,3.0
3806,370004,INTEGRIS MIAMI HOSPITAL,OK,True,True,0,0,0,0,0,1,0,3.0
3807,341304,VIDANT BERTIE  HOSPITAL,NC,True,True,0,,0,,0,0,,3.0
3808,440070,DECATUR COUNTY GENERAL HOSPITAL,TN,True,True,0,,1,,0,1,0,3.0
3809,390222,RIDDLE MEMORIAL HOSPITAL,PA,True,True,0,-1,-1,1,0,-1,0,4.0
3810,420057,MCLEOD MEDICAL CENTER - DARLINGTON,SC,False,True,,,,,,,0,
3811,360087,LUTHERAN HOSPITAL,OH,True,True,0,0,0,1,0,0,,4.0
3812,381323,SAMARITAN LEBANON COMMUNITY HOSPITAL,OR,True,True,0,,0,0,0,0,,3.0
3813,370139,PERRY MEMORIAL HOSPITAL AUTHORITY,OK,True,True,0,,0,,0,1,,3.0
3814,390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,PA,True,True,0,-1,1,0,-1,-1,0,2.0
3815,390037,HERITAGE VALLEY SEWICKLEY,PA,True,True,0,0,1,1,0,0,0,3.0
3816,351310,SAKAKAWEA MEDICAL CENTER - CAH,ND,True,True,,,0,,,,,
3817,360179,BETHESDA NORTH,OH,True,True,0,1,-1,0,0,0,0,4.0
3818,390035,ST LUKE'S QUAKERTOWN HOSPITAL,PA,True,True,0,0,-1,0,0,0,0,4.0
3819,351301,MOUNTRAIL COUNTY MEDICAL CENTER,ND,True,True,,,,,,,,
3820,381307,HARNEY DISTRICT HOSPITAL,OR,True,True,,,,,0,0,,
3821,390117,UPMC BEDFORD MEMORIAL,PA,True,True,0,,0,0,0,1,0,3.0
3822,390231,ABINGTON MEMORIAL HOSPITAL,PA,True,True,0,-1,1,0,0,-1,1,2.0
3823,340032,CAROMONT REGIONAL MEDICAL CENTER,NC,True,True,1,1,-1,-1,0,-1,1,4.0
3824,390062,NASON HOSPITAL,PA,True,True,,0,0,1,-1,1,,3.0
3825,360041,PARMA COMMUNITY GENERAL HOSPITAL,OH,True,True,-1,1,-1,-1,0,-1,0,4.0
3826,360358,DILEY RIDGE MEDICAL CENTER,OH,True,True,,,,,0,0,,
3827,380014,GOOD SAMARITAN REGIONAL MEDICAL CENTER,OR,True,True,0,-1,-1,0,0,0,0,3.0
3828,371335,HASKELL COUNTY COMMUNITY HOSPITAL,OK,True,True,0,,0,,,,0,3.0
3829,360192,UH GEAUGA MEDICAL CENTER,OH,True,True,0,1,0,1,0,0,0,4.0
3830,390057,GRAND VIEW HOSPITAL,PA,True,True,-1,-1,-1,1,1,0,0,4.0
3831,360072,FAIRFIELD MEDICAL CENTER,OH,True,True,0,-1,0,1,0,0,1,2.0
3832,381304,SOUTHERN COOS HOSPITAL & HEALTH CENTER,OR,True,True,0,,0,,,,,
3833,440231,TRUSTPOINT HOSPITAL,TN,False,True,,,,,,,,
3834,341324,"THE OUTER BANKS HOSPITAL, INC",NC,True,True,0,,0,1,0,-1,0,4.0
3835,361334,ADENA PIKE MEDICAL CENTER,OH,True,True,0,,0,,,,,
3836,340126,WILSON MEDICAL CENTER,NC,True,True,0,1,-1,0,0,-1,0,4.0
3837,390223,PENN PRESBYTERIAN MEDICAL CENTER,PA,True,True,-1,1,0,0,0,-1,0,4.0
3838,370089,NORTHEASTERN HEALTH SYSTEM,OK,True,True,0,0,0,-1,-1,0,-1,2.0
3839,431302,AVERA GETTYSBURG HOSPITAL,SD,True,True,,,,,,,,
3840,390130,CONEMAUGH MINERS MEDICAL CENTER,PA,True,True,0,,0,1,0,1,,4.0
3841,370199,"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",OK,True,,,,,1,0,,,
3842,340143,CATAWBA VALLEY MEDICAL CENTER,NC,True,True,1,0,-1,1,0,0,1,3.0
3843,360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",OH,True,True,0,-1,-1,-1,0,-1,0,2.0
3844,370106,INTEGRIS SOUTHWEST MEDICAL CENTER,OK,True,True,0,1,0,-1,0,1,-1,3.0
3845,370047,"MERCY HOSPITAL ARDMORE, INC",OK,True,True,0,1,0,0,0,1,-1,3.0
3846,351311,LISBON AREA HEALTH SERVICES,ND,True,True,,,0,,0,1,,4.0
3847,390001,GEISINGER - COMMUNITY MEDICAL CENTER,PA,True,True,0,-1,1,-1,0,-1,0,2.0
3848,360276,ST ELIZABETH BOARDMAN HEALTH CENTER,OH,True,True,0,-1,1,0,0,-1,0,2.0
3849,360096,EAST LIVERPOOL CITY HOSPITAL,OH,True,True,0,0,1,-1,0,1,0,3.0
3850,370153,ELKVIEW GENERAL HOSPITAL,OK,True,True,0,,0,0,0,1,,3.0
3851,350011,SANFORD MEDICAL CENTER FARGO,ND,True,True,1,-1,-1,-1,0,0,0,3.0
3852,381314,SAMARITAN PACIFIC COMMUNITY HOSPITAL,OR,True,True,0,,0,0,0,1,,3.0
3853,371337,EASTERN OKLAHOMA MEDICAL CENTER,OK,True,,,,,,,,,
3854,340016,HARRIS REGIONAL HOSPITAL,NC,True,True,0,-1,0,-1,0,1,-1,2.0
3855,370211,INTEGRIS CANADIAN VALLEY  HOSPITAL,OK,True,True,0,0,0,0,0,1,0,3.0
3856,351325,ST LUKE'S HOSPITAL,ND,True,True,,,,,,,,
3857,381312,COQUILLE VALLEY HOSPITAL DISTRICT,OR,True,True,0,,0,1,0,0,,3.0
3858,390324,PHYSICIAN'S CARE SURGICAL HOSPITAL,PA,False,True,,,,1,,,,
3859,370037,ST ANTHONY HOSPITAL,OK,True,True,0,1,1,0,0,0,-1,3.0
3860,380060,ADVENTIST MEDICAL CENTER,OR,True,True,1,0,-1,1,0,0,0,3.0
3861,440040,PERRY COMMUNITY HOSPITAL,TN,True,True,0,,1,,-1,1,,3.0
3862,363303,AKRON CHILDREN'S HOSPITAL,OH,True,True,,,,,,,,
3863,341311,CHATHAM HOSPITAL INC,NC,True,True,,,0,1,,,,
3864,450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,TX,True,True,0,1,0,0,-1,-1,-1,3.0
3865,381305,BLUE MOUNTAIN HOSPITAL,OR,True,True,,,,,,,,
3866,390302,BARIX CLINICS OF PENNSYLVANIA,PA,False,,,,,,,,,
3867,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",NC,True,True,0,1,-1,0,0,-1,1,4.0
3868,390316,SURGICAL INSTITUTE OF READING,PA,False,True,,,,1,-1,,,
3869,390192,TYLER MEMORIAL HOSPITAL,PA,True,True,0,,0,0,0,1,,4.0
3870,350019,ALTRU HOSPITAL,ND,True,True,0,0,0,0,0,0,0,3.0
3871,450033,VHS HARLINGEN HOSPITAL COMPANY LLC,TX,True,True,-1,1,-1,-1,0,-1,-1,4.0
3872,420091,CAROLINAS HOSPITAL SYSTEM,SC,True,True,0,-1,1,1,0,0,0,2.0
3873,360084,AULTMAN HOSPITAL,OH,True,True,0,-1,-1,0,0,0,1,4.0
3874,441310,RHEA MEDICAL CENTER,TN,True,True,0,,0,0,0,0,0,3.0
3875,370227,ST JOHN OWASSO,OK,True,True,0,0,0,1,0,1,0,3.0
3876,390233,HANOVER HOSPITAL,PA,True,True,0,0,-1,0,0,-1,0,3.0
3877,351309,SANFORD MAYVILLE,ND,True,True,,,0,,0,,,
3878,341316,HIGHLANDS CASHIERS HOSPITAL INC,NC,True,True,0,,0,,,,,
3879,431310,AVERA FLANDREAU HOSPITAL - CAH,SD,True,True,,,,,,,,
3880,390307,EDGEWOOD SURGICAL HOSPITAL,PA,False,True,,,,,1,,,
3881,371320,CLEVELAND AREA HOSPITAL,OK,True,True,,,,,,,,
3882,360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OH,True,True,0,,0,1,0,1,0,3.0
3883,380033,SACRED HEART UNIVERSITY DISTRICT,OR,True,True,,,0,-1,0,0,,2.0
3884,391312,PENN HIGHLANDS BROOKVILLE,PA,True,True,0,,0,0,0,1,,3.0
3885,361331,FAYETTE COUNTY MEMORIAL HOSPITAL,OH,True,True,0,,0,0,0,1,,3.0
3886,390173,INDIANA REGIONAL MEDICAL CENTER,PA,True,True,0,0,0,0,0,0,-1,3.0
3887,340155,DUKE REGIONAL HOSPITAL,NC,True,True,0,1,1,0,0,-1,1,3.0
3888,440015,UNIVERSITY OF TN MEDICAL CENTER (THE),TN,True,True,1,0,1,1,0,-1,1,3.0
3889,360261,THREE GABLES SURGERY CENTER,OH,False,,,,,,0,,,
3890,351327,ST ALOISIUS MEDICAL CENTER,ND,True,True,0,,0,,,,,
3891,450119,SOUTH TEXAS HEALTH SYSTEM,TX,True,True,-1,1,0,-1,0,-1,0,3.0
3892,390153,MAIN LINE HOSPITAL PAOLI,PA,True,True,-1,1,-1,1,0,0,0,5.0
3893,420036,SPRINGS MEMORIAL HOSPITAL,SC,True,True,1,0,1,-1,0,1,0,2.0
3894,390076,BRANDYWINE HOSPITAL,PA,True,True,0,1,1,-1,0,-1,0,2.0
3895,420055,CAROLINAS HOSPITAL SYSTEM MARION,SC,True,True,0,0,1,-1,0,0,0,2.0
3896,420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,SC,True,True,-1,0,-1,1,0,0,0,5.0
3897,363300,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,OH,True,True,,,,,,,,
3898,430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,SD,True,True,0,1,-1,1,0,1,0,4.0
3899,370180,CHICKASAW NATION MEDICAL CENTER,OK,True,True,0,0,0,1,0,,,3.0
3900,370158,PURCELL MUNICIPAL HOSPITAL,OK,True,True,0,,-1,0,0,1,0,4.0
3901,390026,CHESTNUT HILL HOSPITAL,PA,True,True,1,0,1,-1,0,-1,0,2.0
3902,393307,ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,PA,True,True,,,,,,,,
3903,391313,CHARLES COLE MEMORIAL HOSPITAL,PA,True,True,0,,0,1,0,0,0,3.0
3904,380029,LEGACY SILVERTON MEDICAL CENTER,OR,True,True,0,0,0,0,0,0,,3.0
3905,370056,COMANCHE COUNTY MEMORIAL HOSPITAL,OK,True,True,1,0,-1,-1,0,0,0,3.0
3906,430096,LEWIS AND CLARK SPECIALTY HOSPITAL,SD,False,True,,,,,0,,,
3907,390116,SUBURBAN COMMUNITY HOSPITAL,PA,True,True,0,0,1,-1,0,0,,2.0
3908,390137,WILKES-BARRE GENERAL HOSPITAL,PA,True,True,1,0,0,-1,0,-1,-1,2.0
3909,370020,MERCY HOSPITAL ADA,OK,True,True,0,0,0,0,0,1,-1,3.0
3910,360056,MERCY HOSPITAL FAIRFIELD,OH,True,True,0,1,0,1,0,0,0,4.0
3911,420109,MCLEOD HEALTH CLARENDON,SC,True,,,,,,,,,
3912,440032,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,TN,True,True,0,,0,1,0,1,,4.0
3913,360009,LIMA MEMORIAL HEALTH SYSTEM,OH,True,True,0,0,0,0,0,0,0,3.0
3914,450040,COVENANT MEDICAL CENTER,TX,True,True,0,0,-1,1,-1,0,-1,3.0
3915,370233,PINNACLE SPECIALTY HOSPITAL,OK,True,,,,,,,,,
3916,380056,SANTIAM HOSPITAL,OR,True,True,,,0,0,0,0,0,3.0
3917,440073,MAURY REGIONAL HOSPITAL,TN,True,True,0,1,0,1,0,1,0,4.0
3918,371336,NEWMAN MEMORIAL HOSPITAL,OK,True,True,,,,,,,,
3919,430015,AVERA ST MARY'S HOSPITAL,SD,True,True,0,0,-1,0,0,1,0,4.0
3920,440148,SAINT THOMAS DEKALB HOSPITAL,TN,True,True,0,0,0,0,0,1,,4.0
3921,450035,ST JOSEPH MEDICAL CENTER,TX,True,True,0,0,0,-1,0,0,0,3.0
3922,381308,SALEM HEALTH WEST VALLEY,OR,True,True,,,,,0,,,
3923,380091,KAISER SUNNYSIDE MEDICAL CENTER,OR,True,True,,0,,1,0,,,3.0
3924,370212,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,OK,True,True,,,,1,0,,0,
3925,360348,DUBLIN METHODIST HOSPITAL,OH,True,True,0,1,-1,1,0,0,0,5.0
3926,360037,ST VINCENT CHARITY MEDICAL CENTER,OH,True,True,0,0,-1,1,0,1,0,4.0
3927,393302,CHILDREN'S HOSPITAL OF PITTSBURGH OF UPMC,PA,True,True,,,,,,,,
3928,370190,"SOUTHWESTERN REGIONAL MEDICAL CENTER, INC",OK,True,True,,0,,1,0,,,4.0
3929,370166,WAGONER COMMUNITY HOSPITAL,OK,True,True,0,,0,0,0,0,,3.0
3930,380040,ST CHARLES MEDICAL CENTER - REDMOND,OR,True,True,0,0,0,1,-1,0,,4.0
3931,371305,"JANE PHILLIPS NOWATA HOSPITAL, INC",OK,True,True,,,,,,,,
3932,360029,WOOD COUNTY HOSPITAL,OH,True,True,0,0,0,1,-1,1,0,3.0
3933,420101,COASTAL CAROLINA HOSPITAL,SC,True,True,0,,0,0,0,-1,,3.0
3934,360175,CLINTON MEMORIAL HOSPITAL,OH,True,True,0,0,0,-1,0,1,0,3.0
3935,360064,ST ELIZABETH YOUNGSTOWN HOSPITAL,OH,True,True,0,-1,1,-1,0,-1,0,1.0
3936,450097,BAYSHORE MEDICAL CENTER,TX,True,True,0,0,1,-1,0,-1,0,2.0
3937,360074,FLOWER HOSPITAL,OH,True,True,0,-1,-1,1,0,1,0,4.0
3938,370113,INTEGRIS GROVE HOSPITAL,OK,True,True,0,1,1,0,0,1,0,3.0
3939,340073,DUKE HEALTH RALEIGH HOSPITAL,NC,True,True,0,1,0,1,0,-1,0,4.0
3940,430077,RAPID CITY REGIONAL HOSPITAL,SD,True,True,0,-1,-1,-1,0,1,1,3.0
3941,390211,SHARON REGIONAL HEALTH SYSTEM,PA,True,True,-1,1,1,-1,0,0,-1,2.0
3942,431307,SANFORD CLEAR LAKE MEDICAL CENTER,SD,True,True,,,,,,,,
3943,440068,STARR REGIONAL MEDICAL CENTER ATHENS,TN,True,True,1,0,-1,0,0,1,0,3.0
3944,380047,ST CHARLES MEDICAL CENTER - BEND,OR,True,True,1,1,-1,0,-1,-1,0,3.0
3945,371318,FAIRFAX COMMUNITY HOSPITAL,OK,True,True,,,0,,,,,
3946,420108,UNION MEDICAL CENTER,SC,True,True,,,,,,,,
3947,391301,MUNCY VALLEY HOSPITAL,PA,True,True,0,,0,1,0,1,,4.0
3948,370023,"DUNCAN REGIONAL HOSPITAL, INC",OK,True,True,1,0,0,1,0,1,0,3.0
3949,370026,ST MARY'S REGIONAL MEDICAL CENTER,OK,True,True,0,1,-1,1,0,1,-1,4.0
3950,390072,BERWICK HOSPITAL CENTER,PA,True,True,0,0,0,-1,0,1,,3.0
3951,440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,TN,True,True,1,1,0,0,0,-1,0,3.0
3952,370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,OK,True,True,0,1,1,-1,-1,1,0,2.0
3953,390006,GEISINGER MEDICAL CENTER,PA,True,True,0,-1,1,1,1,-1,0,2.0
3954,431313,FREEMAN MEDICAL CENTER - CAH,SD,True,True,,,,,,,,
3955,441307,RIVERVIEW REGIONAL MEDICAL CENTER,TN,True,True,0,,0,0,0,1,0,3.0
3956,450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,TX,True,True,0,-1,1,0,-1,-1,0,2.0
3957,370173,CLAREMORE INDIAN HOSPITAL,OK,True,True,,,,1,0,,,
3958,360054,HOLZER MEDICAL CENTER,OH,True,True,0,-1,0,-1,-1,1,0,2.0
3959,360236,MERCY HOSPITAL CLERMONT,OH,True,True,-1,1,0,0,0,0,0,4.0
3960,391302,MEYERSDALE MEDICAL CENTER,PA,True,True,,,0,,0,1,,3.0
3961,360150,SUMMA WESTERN RESERVE HOSPITAL,OH,True,True,0,0,0,1,0,1,0,3.0
3962,360010,UNION HOSPITAL,OH,True,True,0,0,-1,1,0,1,0,3.0
3963,390046,YORK HOSPITAL,PA,True,True,1,1,-1,-1,0,0,0,3.0
3964,351302,MCKENZIE COUNTY HEALTHCARE SYSTEMS,ND,True,True,,,,,0,0,,
3965,341317,LIFEBRITE COMMUNITY HOSPITAL OF STOKES,NC,True,True,,,,,,,,
3966,390266,GROVE CITY MEDICAL CENTER,PA,True,True,0,0,0,1,0,1,0,4.0
3967,410012,THE MIRIAM HOSPITAL,RI,True,True,-1,1,1,1,0,-1,1,4.0
3968,390199,PUNXSUTAWNEY AREA HOSPITAL,PA,True,True,0,0,-1,1,0,1,0,4.0
3969,370215,"OKLAHOMA HEART HOSPITAL, LLC",OK,True,True,-1,0,-1,1,0,1,-1,5.0
3970,390217,EXCELA HEALTH FRICK HOSPITAL,PA,True,True,0,,0,0,0,0,0,3.0
3971,340051,WATAUGA MEDICAL CENTER,NC,True,True,0,0,0,0,0,1,1,3.0
3972,371326,ALLIANCEHEALTH MADILL,OK,True,True,0,,0,,0,1,,3.0
3973,420026,PROVIDENCE HEALTH,SC,True,True,0,1,-1,1,-1,-1,1,4.0
3974,431323,CUSTER REGIONAL HOSPITAL - CAH,SD,True,True,,,,,0,1,,
3975,450021,BAYLOR UNIVERSITY MEDICAL CENTER,TX,True,True,1,0,-1,0,1,-1,1,4.0
3976,410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,RI,True,True,,-1,,-1,0,1,,2.0
3977,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,TN,True,True,1,0,1,1,0,0,0,3.0
3978,381301,PEACEHEALTH COTTAGE GROVE COMMUNITY MEDICAL CENTER,OR,True,True,,,0,1,0,1,,4.0
3979,450108,CONNALLY MEMORIAL MEDICAL CENTER,TX,True,True,0,0,0,0,0,1,,3.0
3980,390145,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,True,True,0,1,0,1,0,0,0,4.0
3981,371321,HOLDENVILLE GENERAL HOSPITAL,OK,True,True,0,,0,,0,1,,3.0
3982,351329,SANFORD HILLSBORO,ND,True,True,,,,,,,,
3983,440151,SAINT THOMAS RIVER PARK HOSPITAL,TN,True,True,0,0,0,-1,0,0,0,3.0
3984,360234,MERCY HEALTH - WEST HOSPITAL,OH,True,True,0,1,0,1,0,0,0,4.0
3985,450058,BAPTIST MEDICAL CENTER,TX,True,True,0,1,-1,-1,0,-1,1,3.0
3986,381303,PROVIDENCE SEASIDE HOSPITAL,OR,True,True,0,,0,1,0,1,,4.0
3987,340151,HALIFAX REGIONAL MEDICAL CENTER INC,NC,True,True,0,0,1,0,0,0,0,3.0
3988,440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,TN,True,True,1,0,1,-1,0,0,0,2.0
3989,381306,WALLOWA MEMORIAL HOSPITAL,OR,True,True,,,0,1,,,,
3990,361326,ADAMS COUNTY REGIONAL MEDICAL CENTER,OH,True,True,0,,0,-1,,,0,3.0
3991,420020,TIDELANDS HEALTH,SC,True,True,0,0,0,-1,0,0,-1,3.0
3992,380089,LEGACY MERIDIAN PARK MEDICAL CENTER,OR,True,True,0,1,-1,1,0,0,0,4.0
3993,351315,OAKES COMMUNITY HOSPITAL,ND,True,True,0,,0,,0,1,,3.0
3994,360153,BELMONT COMMUNITY HOSPITAL,OH,True,True,,,,,0,1,,
3995,360017,GRANT MEDICAL CENTER,OH,True,True,0,-1,1,0,0,-1,1,2.0
3996,440081,LECONTE MEDICAL CENTER,TN,True,True,0,0,0,-1,0,-1,0,3.0
3997,341315,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,NC,True,True,0,,0,,0,0,0,3.0
3998,450029,LAREDO MEDICAL CENTER,TX,True,True,0,1,0,-1,-1,-1,0,3.0
3999,340096,LEXINGTON MEMORIAL HOSPITAL INC,NC,True,True,0,0,0,0,0,0,0,3.0
4000,361312,MERCY MEMORIAL HOSPITAL,OH,True,True,0,,0,0,0,1,0,3.0
4001,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,NC,True,True,1,-1,0,-1,0,1,0,2.0
4002,370013,"MERCY HOSPITAL OKLAHOMA CITY, INC",OK,True,True,1,1,-1,-1,1,1,-1,3.0
4003,440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,TN,True,True,0,-1,0,1,0,-1,0,3.0
4004,430012,AVERA SACRED HEART HOSPITAL,SD,True,True,0,0,-1,1,1,1,0,4.0
4005,361314,H B MAGRUDER MEMORIAL HOSPITAL,OH,True,True,0,,0,1,0,0,0,4.0
4006,340028,CAPE FEAR VALLEY MEDICAL CENTER,NC,True,True,-1,-1,-1,-1,0,-1,1,3.0
4007,440059,COOKEVILLE REGIONAL MEDICAL CENTER,TN,True,True,1,1,1,0,0,-1,0,3.0
4008,450039,JPS HEALTH NETWORK,TX,True,True,0,-1,0,-1,0,-1,0,2.0
4009,380025,LEGACY MOUNT HOOD MEDICAL CENTER,OR,True,True,0,0,0,0,0,1,0,3.0
4010,450002,PROVIDENCE MEMORIAL HOSPITAL,TX,True,True,1,-1,0,-1,0,0,0,1.0
4011,360151,AFFINITY MEDICAL CENTER,OH,True,True,0,0,0,-1,0,0,0,3.0
4012,360014,OHIOHEALTH O'BLENESS HOSPITAL,OH,True,True,0,0,0,-1,0,0,0,3.0
4013,390030,LEHIGH VALLEY HOSPITAL-SCHUYLKILL S. JACKSON STREE,PA,True,True,0,0,1,-1,0,0,0,2.0
4014,440227,TRISTAR STONECREST MEDICAL CENTER,TN,True,True,0,0,0,-1,0,0,0,3.0
4015,361318,FOSTORIA COMMUNITY HOSPITAL,OH,True,True,0,,0,,0,,0,3.0
4016,370006,ALLIANCEHEALTH PONCA CITY,OK,True,True,0,1,0,0,0,1,0,3.0
4017,420018,PALMETTO HEALTH RICHLAND,SC,True,True,0,-1,0,0,0,-1,1,2.0
4018,431331,AVERA DELLS AREA HOSPITAL  - CAH,SD,True,True,,,,,,,,
4019,371310,"MERCY HOSPITAL HEALDTON, INC.",OK,True,True,,,,,0,0,,
4020,440003,SUMNER REGIONAL MEDICAL CENTER,TN,True,True,1,0,1,-1,0,1,0,2.0
4021,360131,ALLIANCE COMMUNITY HOSPITAL,OH,False,True,0,1,0,0,0,0,-1,4.0
4022,360089,MERCY TIFFIN HOSPITAL,OH,True,True,0,0,-1,1,0,1,0,4.0
4023,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,NC,True,True,-1,-1,1,-1,-1,-1,0,2.0
4024,440060,MILAN GENERAL HOSPITAL,TN,True,True,0,,0,,0,1,0,4.0
4025,361325,GALION COMMUNITY HOSPITAL,OH,False,True,0,,0,1,,,0,3.0
4026,440010,WAYNE MEDICAL CENTER,TN,True,True,0,,0,1,0,1,,3.0
4027,351313,SOUTHWEST HEALTHCARE SERVICES,ND,True,True,,,,,,,,
4028,340133,MARTIN GENERAL HOSPITAL,NC,True,True,0,,1,0,0,0,,2.0
4029,363304,CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHAB,OH,False,True,,,,,,,,
4030,351304,CHI ST ALEXIUS HEALTH TURTLE LAKE,ND,True,True,,,,,,,,
4031,430048,SPEARFISH REGIONAL HOSPITAL,SD,True,True,0,,-1,1,0,1,0,4.0
4032,380021,TUALITY COMMUNITY HOSPITAL,OR,True,True,0,0,0,0,0,0,0,3.0
4033,410007,RHODE ISLAND HOSPITAL,RI,True,True,0,0,1,-1,0,-1,1,3.0
4034,360071,VAN WERT COUNTY HOSPITAL,OH,True,True,0,0,0,0,0,1,0,3.0
4035,361313,MORROW COUNTY HOSPITAL,OH,True,True,0,,0,0,,0,,4.0
4036,380075,PROVIDENCE MEDFORD MEDICAL CENTER,OR,True,True,1,0,0,-1,0,0,0,2.0
4037,360048,UNIVERSITY OF TOLEDO MEDICAL CENTER,OH,True,True,0,-1,1,-1,0,0,0,1.0
4038,340187,DAVIE MEDICAL CENTER,NC,True,True,,,,,0,0,,
4039,340114,REX HOSPITAL,NC,True,True,1,1,-1,1,0,-1,1,3.0
4040,371300,ATOKA COUNTY MEDICAL CENTER,OK,True,True,0,,1,,,,,
4041,371323,"WEATHERFORD REGIONAL HOSPITAL, INC OF WEATHERFORD",OK,True,True,,,0,,,0,-1,3.0
4042,360035,MOUNT CARMEL WEST,OH,True,True,1,-1,0,-1,0,-1,1,2.0
4043,340021,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,NC,True,True,1,1,-1,1,0,0,-1,4.0
4044,380018,ASANTE ROGUE REGIONAL MEDICAL CENTER,OR,True,True,0,1,-1,0,0,1,0,4.0
4045,450104,GUADALUPE REGIONAL MEDICAL CENTER,TX,True,True,1,1,0,1,0,0,0,3.0
4046,441303,THREE RIVERS HOSPITAL,TN,True,True,0,,0,,0,0,,2.0
4047,440137,TENNOVA HEALTHCARE-SHELBYVILLE,TN,True,True,0,-1,1,-1,0,0,0,1.0
4048,390323,ADVANCED SURGICAL HOSPITAL,PA,False,True,,,,1,,,,
4049,360027,AKRON GENERAL MEDICAL CENTER,OH,True,True,-1,-1,0,-1,0,0,1,3.0
4050,340027,LENOIR MEMORIAL HOSPITAL,NC,True,True,1,-1,1,0,0,0,0,2.0
4051,361307,UHHS MEMORIAL HOSPITAL OF GENEVA,OH,True,True,-1,,0,1,0,0,,5.0
4052,380050,SKY LAKES MEDICAL CENTER,OR,True,True,1,0,-1,0,0,-1,0,3.0
4053,340145,CAROLINAS HEALTHCARE SYSTEM LINCOLN,NC,True,True,0,0,-1,1,0,0,0,4.0
4054,440009,CUMBERLAND MEDICAL CENTER,TN,True,True,0,0,0,-1,0,1,-1,3.0
4055,431339,COTEAU DES PRAIRIES HEALTH CARE SYSTEM,SD,True,True,,,,,,,,
4056,431335,HURON REGIONAL MEDICAL CENTER,SD,True,True,0,,0,,,,,
4057,460058,RIVERTON HOSPITAL,UT,True,True,,0,0,0,0,0,0,4.0
4058,521305,MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,WI,True,True,,,,,0,1,,
4059,451342,MITCHELL COUNTY HOSPITAL DISTRICT,TX,True,True,0,,0,,,1,,3.0
4060,460057,PARK CITY HOSPITAL,UT,True,True,,0,0,1,0,0,0,4.0
4061,521334,THEDACARE MEDICAL CENTER - WAUPACA INC,WI,True,True,0,,0,0,0,,,3.0
4062,451332,PALACIOS COMMUNITY MEDICAL CENTER,TX,True,True,,,,,,,,
